Fuel Type Code,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Latitude,Longitude
ELEC,MN,,2,,45.01285,-93.481457
ELEC,NH,,2,,43.303947,-70.976596
ELEC,NJ,,2,,40.749746,-74.168617
ELEC,NY,,2,,44.936058,-74.908628
ELEC,NY,,2,,40.710179,-74.013169
ELEC,NY,,2,,40.714113,-74.01581
ELEC,NY,,2,,42.745366,-73.795604
ELEC,OH,,2,,41.487798,-81.591086
ELEC,OH,,2,,39.266344,-84.259657
ELEC,OH,,2,,39.25564,-84.429736
ELEC,OH,,2,,41.468245,-81.565281
ELEC,OH,,2,,41.715992,-83.706255
ELEC,OH,,2,,39.335479,-84.520467
ELEC,RI,,2,,41.789692,-71.35779
ELEC,TN,,2,,36.24801,-87.029523
ELEC,TX,,2,,29.39994,-95.84454
ELEC,MO,,4,,38.584999,-90.273139
ELEC,NJ,,4,,40.771667,-74.078616
ELEC,NY,,4,,43.018843,-74.317948
ELEC,NY,,4,,41.587359,-74.725595
ELEC,NY,,4,,42.879679,-73.772607
ELEC,NY,,4,,41.958748,-73.896322
ELEC,NY,,4,,42.735632,-73.939364
ELEC,NY,,4,,40.761698,-73.978338
ELEC,NY,,4,,40.656148,-73.940355
ELEC,NY,,4,,42.374769,-77.681818
ELEC,NY,,4,,42.626592,-73.740328
ELEC,OH,,4,,39.59942427,-84.23302088
ELEC,TX,,4,,32.718498,-96.323608
ELEC,NJ,,6,,40.221978,-74.000616
ELEC,NJ,,6,,39.717722,-75.149616
ELEC,TX,,6,,32.879707,-97.042572
ELEC,NJ,,8,,39.703877,-75.114594
ELEC,NY,,10,,43.226684,-77.361389
ELEC,RI,,12,,41.85574732,-71.51871181
ELEC,MA,,13,,42.35676,-71.14466
ELEC,DC,,10,,38.878881,-77.006186
ELEC,NJ,,9,,40.540527,-74.362976
ELEC,NY,,8,,40.879501,-73.903603
ELEC,NY,,7,,41.481698,-74.069867
ELEC,MO,,5,,38.659439,-90.23289
ELEC,TX,,6,,32.789085,-96.799272
ELEC,DC,,6,,38.902942,-77.045393
ELEC,VA,,5,,38.038041,-78.491176
ELEC,FL,,5,,30.24671854,-81.56829295
ELEC,CT,,4,,41.672398,-72.755469
ELEC,MA,,4,,41.981304,-71.309798
ELEC,NH,,4,,44.023926,-71.111206
ELEC,IL,,4,,41.983673,-88.12415
ELEC,MA,,4,,42.361618,-71.081245
ELEC,MA,,4,,42.371072,-71.157883
ELEC,MA,,4,,42.339385,-71.109042
ELEC,RI,,4,,41.854675,-71.430297
ELEC,CT,,4,,41.787405,-72.655723
ELEC,CO,,4,,39.77476,-104.87708
ELEC,VT,,3,,44.19993,-72.507295
ELEC,VA,,2,,38.888033,-77.094652
ELEC,VT,,2,,44.504844,-72.359588
ELEC,WA,,2,,47.25033,-122.18104
ELEC,WI,,2,,44.260942,-88.406616
ELEC,WI,,2,,43.151441,-88.047374
ELEC,WI,,2,,44.180546,-88.486672
ELEC,WI,,2,,43.074309,-89.451466
ELEC,WI,,2,,44.13199,-88.314687
ELEC,NY,,2,,41.083498,-73.714367
ELEC,PA,,2,,40.115029,-75.339055
ELEC,NJ,,2,,40.67629,-74.345973
ELEC,CA,,2,,38.542137,-121.770854
ELEC,NY,,2,,42.247558,-73.65249
ELEC,AL,,2,,30.272802,-87.564247
ELEC,NJ,,2,,40.361279,-74.664664
ELEC,NH,,2,,43.58659159,-71.21247694
ELEC,TX,,2,,32.911496,-97.346936
ELEC,AZ,,2,,33.512989,-112.125002
ELEC,CT,,2,,41.058489,-73.548722
ELEC,VT,,1,,44.443702,-71.878097
ELEC,WI,,1,,44.492174,-88.127374
ELEC,WI,,1,,42.584315,-87.820717
ELEC,NY,,1,,40.628872,-73.971992
ELEC,NJ,,1,,40.657109,-74.294369
ELEC,VT,,1,,44.50637,-72.364578
ELEC,CA,,1,,34.05903,-118.41293
ELEC,WI,,1,,43.80333,-87.985643
ELEC,NY,,24,,41.754665,-74.084368
ELEC,MD,,23,,38.981944,-77.092133
ELEC,WA,,20,,47.228157,-122.485043
ELEC,DC,,14,,38.908325,-77.000427
ELEC,MA,,14,,41.756242,-70.691815
ELEC,MA,,14,,41.968108,-71.186766
ELEC,MA,,14,,41.96976557,-71.18352045
ELEC,CA,,10,,33.558553,-117.184014
ELEC,RI,,10,,41.796857,-71.346809
ELEC,MA,,10,,42.289038,-71.429489
ELEC,MA,,10,,42.343017,-71.053036
ELEC,WA,,8,,47.19404039,-124.1980829
ELEC,CT,,8,,41.096639,-73.420422
ELEC,MA,,8,,42.576006,-71.463296
ELEC,MA,,8,,42.580416,-71.435018
ELEC,CA,,6,,33.76078835,-117.9786035
ELEC,NY,,4,,42.961895,-77.587821
ELEC,MA,,4,,41.981336,-71.334248
ELEC,IL,,4,,41.803567,-88.174053
ELEC,MA,,4,,42.263715,-71.623117
ELEC,MA,,4,,42.81406,-71.018495
ELEC,DC,,4,,38.893963,-77.02249
ELEC,CA,,4,,38.676983,-121.766402
ELEC,IL,,3,,41.882764,-87.651188
ELEC,ME,,2,,44.542467,-70.548244
ELEC,MA,,2,,42.609228,-72.555505
ELEC,TX,,2,,30.572182,-97.69356
ELEC,NJ,,2,,40.684255,-74.439305
ELEC,CT,,2,,41.689711,-72.654719
ELEC,MA,,2,,42.339016,-71.066812
ELEC,MA,,2,,41.673921,-70.30627
ELEC,TX,,2,,29.878262,-97.941473
ELEC,CT,,2,,41.524721,-72.075588
ELEC,TX,,2,,33.001137,-96.686703
ELEC,CT,,2,,41.640471,-73.320211
ELEC,NY,,2,,43.23132,-77.41501
ELEC,AZ,,2,,33.406941,-111.984095
ELEC,MA,,2,,42.44928,-73.244079
ELEC,MA,,2,,42.110021,-72.587519
ELEC,OH,,2,,41.465775,-81.537884
ELEC,MA,,2,,42.631964,-70.780368
ELEC,KY,,2,,36.98689,-86.45041
ELEC,MA,,2,,42.46644822,-71.0623424
ELEC,MA,,2,,42.116335,-72.52476
ELEC,MA,,1,,42.463455,-71.069895
ELEC,CT,,3,,41.811344,-72.262211
ELEC,MA,,6,,42.08140185,-71.38035995
ELEC,MA,,3,,42.085259,-71.399913
ELEC,CA,,80,,34.058659,-118.412867
ELEC,CA,,79,,34.058925,-118.415803
ELEC,NY,,8,,42.682259,-73.70471
ELEC,OH,,1,,41.285047,-82.216184
ELEC,NY,,2,,42.716419,-73.801844
ELEC,NY,,2,,42.71745,-73.799517
ELEC,NV,,4,,36.126593,-115.165519
ELEC,CA,,,2,33.82444463,-116.5499857
ELEC,VT,,2,2,44.64524867,-73.3070684
ELEC,OH,,2,,40.0898916,-82.9989541
ELEC,TX,,2,,30.178323,-97.78566
ELEC,NM,,,1,32.28994,-106.777682
ELEC,NM,,,1,32.289601,-106.777601
ELEC,NY,,2,,42.758601,-73.818854
ELEC,VT,,2,,44.01372,-73.162895
ELEC,VT,,2,,44.502098,-73.17632
ELEC,VT,,2,,42.88791,-73.19774
ELEC,VT,,2,,43.29822,-72.48412
ELEC,CA,,2,,34.071003,-117.86146
ELEC,TX,,2,,32.916031,-97.034359
ELEC,TX,,1,,32.915586,-97.034357
ELEC,IN,,2,,39.858677,-84.992123
ELEC,CT,,,1,41.41493,-73.423965
ELEC,CT,,,1,41.414992,-73.42388
ELEC,MA,,2,,41.566868,-70.617195
ELEC,RI,,2,,41.863712,-71.451606
ELEC,RI,,2,,41.863826,-71.451552
ELEC,ME,,2,,46.146976,-67.83993
ELEC,IN,,2,,40.547676,-85.687182
ELEC,CA,,,6,38.70884,-121.31367
ELEC,CA,,,4,36.213483,-121.127147
ELEC,CA,,,4,37.285859,-121.9783434
ELEC,MD,,6,,39.415425,-76.45069
ELEC,NY,,2,,40.737282,-73.33888
ELEC,NY,,2,,40.601141,-73.502518
ELEC,NY,,3,,42.743149,-73.809856
ELEC,CA,,12,,37.76901,-121.96002
ELEC,CA,,16,,37.766261,-121.958243
ELEC,CA,,29,,37.768727,-121.968373
ELEC,CA,,10,,37.774255,-121.963797
ELEC,CA,,37,,37.775357,-121.961264
ELEC,NY,,6,,40.693463,-73.988245
ELEC,CA,,2,,33.987612,-118.445613
ELEC,NY,,6,,43.056551,-77.693216
ELEC,NY,,6,,40.715319,-73.830563
ELEC,NY,,6,,40.757772,-73.826935
ELEC,NJ,,6,,40.882192,-74.044608
ELEC,NC,,6,,35.823008,-78.751816
ELEC,NY,,2,,42.650869,-73.755512
ELEC,NY,,2,,43.295544,-73.59562
ELEC,NJ,,6,,40.873379,-74.29758
ELEC,NY,,8,,42.885042,-78.875951
ELEC,NY,,8,,40.753285,-73.70707
ELEC,NY,,4,,41.245017,-73.924007
ELEC,NY,,2,,41.085732,-73.865476
ELEC,NJ,,6,,40.769311,-74.280962
ELEC,NJ,,6,,41.066706,-74.121335
ELEC,NY,,2,,43.271655,-73.627399
ELEC,NY,,2,,43.252946,-73.6557
ELEC,CA,,10,,37.6567,-122.093539
ELEC,NY,,2,,41.709387,-74.737273
ELEC,CA,,2,,37.653703,-122.017592
ELEC,NY,,2,,42.190573,-74.781639
ELEC,MA,,2,,42.590358,-70.822192
ELEC,MA,,2,,42.590358,-70.822192
ELEC,ID,,2,,47.691679,-116.766098
ELEC,NY,,4,,42.916218,-78.898882
ELEC,WA,,2,,47.709683,-117.407065
ELEC,NY,,2,,41.01975,-73.724295
ELEC,NY,,2,,40.718731,-73.773113
ELEC,NY,,4,,43.052463,-76.146717
ELEC,NY,,6,,43.091767,-77.580578
ELEC,NJ,,2,,40.802772,-73.993006
ELEC,NV,,2,2,38.504257,-118.17683
ELEC,NY,,4,,42.27887,-74.565333
ELEC,CA,,4,,33.523531,-117.084542
ELEC,NY,,6,,43.04688,-77.467043
ELEC,CO,,4,,40.176036,-105.095017
ELEC,NY,,4,,40.777932,-73.957152
ELEC,NY,,2,,41.936339,-74.017427
ELEC,WA,,2,,47.943721,-117.476902
ELEC,CA,,4,,34.059351,-117.187552
ELEC,NY,,2,,42.489514,-76.298039
ELEC,NY,,2,,41.504825,-73.986037
ELEC,NY,,4,,43.08651,-75.646346
ELEC,PA,,2,,41.679328,-77.066095
ELEC,CA,,33,,36.738446,-119.784454
ELEC,OR,,2,,46.14525,-123.913538
ELEC,NY,,16,,43.049176,-76.155432
ELEC,PA,,2,,40.1587,-76.3077
ELEC,PA,,4,,40.15882,-76.308354
ELEC,CA,,2,,35.139454,-120.643195
ELEC,CA,,8,,38.572639,-121.491552
ELEC,CA,,4,1,34.6673,-118.1492
ELEC,CA,,2,2,33.926628,-116.87636
ELEC,NY,,6,,40.668552,-73.97869
ELEC,MD,,2,,39.18091,-76.77549
ELEC,NY,,10,,42.743165,-73.807284
ELEC,CA,,14,,32.756533,-117.19985
ELEC,CA,,18,,38.564078,-121.343933
ELEC,CA,,1,,38.580083,-121.484759
ELEC,CA,,15,,37.806447,-122.273154
ELEC,CA,,9,,37.78066,-122.4211
ELEC,CA,,12,,34.049311,-118.246678
ELEC,CA,,11,,34.18196,-118.44746
ELEC,UT,,,1,41.485478,-112.027423
ELEC,MA,,6,,42.797566,-70.883901
ELEC,NV,,,2,39.287211,-118.02698
ELEC,CA,,10,,33.90599,-118.37913
ELEC,NY,,1,3,41.628082,-73.917271
ELEC,MO,,,1,38.592224,-90.552161
ELEC,CA,,4,,34.099614,-118.331858
ELEC,FL,,8,,28.817802,-81.28893
ELEC,NY,,2,,43.05406,-75.405636
ELEC,NY,,2,,43.056285,-75.407509
ELEC,CA,,5,,38.574867,-121.485905
ELEC,CA,,9,,38.575235,-121.496405
ELEC,CA,,5,,38.579666,-121.488016
ELEC,RI,,,2,41.498545,-71.458832
ELEC,NJ,,,1,40.135415,-74.065093
ELEC,OH,,1,2,41.038638,-83.647893
ELEC,OK,,,1,35.231723,-97.484192
ELEC,CA,,4,,38.574534,-121.49647
ELEC,CA,,13,,38.573436,-121.493905
ELEC,CA,,1,,38.57444,-121.498229
ELEC,CA,,4,,34.049429,-118.250058
ELEC,MI,,10,,42.475467,-83.155622
ELEC,NY,,1,1,41.098458,-73.996862
ELEC,UT,,2,,40.634329,-111.834899
ELEC,NY,,2,,41.1992,-73.820361
ELEC,NY,,4,,43.243781,-78.194471
ELEC,MA,,,1,42.290374,-71.532798
ELEC,NY,,8,,42.740587,-73.807443
ELEC,CA,,8,,33.782325,-116.384467
ELEC,MO,,1,4,37.143303,-93.2677
ELEC,CA,,9,,35.353782,-119.03496
ELEC,MD,,1,,39.175827,-77.274188
ELEC,CA,,,2,35.639111,-120.653309
ELEC,OH,,,2,41.357542,-83.141138
ELEC,CT,,4,,41.571032,-72.047465
ELEC,MA,,2,,42.574142,-71.311224
ELEC,CT,,1,3,41.82173,-73.072841
ELEC,TX,,,3,32.755152,-98.905478
ELEC,TX,,,1,32.353083,-97.4401
ELEC,TN,,,1,35.388477,-86.234825
ELEC,OH,,,1,39.758995,-82.667838
ELEC,MN,,1,3,44.168181,-93.947518
ELEC,NY,,4,,43.111993,-77.698446
ELEC,CA,,14,2,34.059447,-117.185113
ELEC,NY,,10,,42.991393,-78.897194
ELEC,AZ,,1,,33.508055,-112.029706
ELEC,AK,,,2,60.498264,-151.071843
ELEC,NY,,2,,41.492889,-73.958454
ELEC,CA,,10,,33.861129,-117.793245
ELEC,NY,,6,,43.289395,-77.791256
ELEC,IL,,,4,41.505027,-87.749191
ELEC,TX,,,1,32.755595,-97.702374
ELEC,TX,,1,1,27.557076,-99.449194
ELEC,NY,,10,,41.425389,-74.167071
ELEC,MD,,2,,38.830319,-76.909891
ELEC,MI,,,1,42.58283,-84.804889
ELEC,NY,,4,,42.869842,-78.851491
ELEC,IA,,2,,41.423059,-91.041969
ELEC,IA,,2,,41.419663,-91.04662
ELEC,IN,,2,,39.165734,-86.535004
ELEC,NY,,6,,43.009875,-78.964561
ELEC,NJ,,4,,40.862299,-73.976057
ELEC,TX,,1,,32.995123,-96.763033
ELEC,IL,,,1,40.459764,-88.965009
ELEC,NJ,,2,,40.802597,-73.992518
ELEC,NJ,,2,,40.822249,-74.409463
ELEC,NY,,4,,42.872706,-78.868785
ELEC,NY,,16,,41.709815,-73.867291
ELEC,CA,,6,,36.197251,-119.299674
ELEC,VA,,2,,38.807592,-77.219646
ELEC,WA,,2,,47.444398,-122.29516
ELEC,CA,,12,,36.207236,-119.337779
ELEC,CA,,2,,37.381173,-122.08481
ELEC,CA,,2,,37.374313,-122.075145
ELEC,CA,,2,,37.395283,-122.094086
ELEC,CA,,2,,37.392987,-122.061715
ELEC,CA,,2,,37.378234,-122.081814
ELEC,PA,,4,,40.199776,-76.765099
ELEC,AZ,,4,,32.23504,-110.849378
ELEC,NY,,2,,44.800763,-74.99097
ELEC,CO,,4,,39.983971,-105.093601
ELEC,IL,,2,,41.816823,-87.618607
ELEC,PA,,6,,41.253263,-75.814899
ELEC,PA,,4,,41.253493,-75.898052
ELEC,MN,,,1,44.293745,-93.294741
ELEC,IN,,,1,41.686326,-86.012038
ELEC,NJ,,2,,40.899105,-74.582736
ELEC,CA,,2,,37.394025,-122.092044
ELEC,FL,,1,,28.127412,-80.674025
ELEC,FL,,,1,27.36924,-80.326838
ELEC,MO,,,4,38.96423,-92.286885
ELEC,WA,,1,,48.539715,-117.905363
ELEC,PA,,,1,40.090983,-76.381544
ELEC,ME,,1,,43.129719,-70.647351
ELEC,CA,,,1,32.691723,-117.12491
ELEC,CA,,2,,33.523962,-117.765111
ELEC,TX,,4,,33.01737,-96.97922
ELEC,VA,,,1,37.297703,-80.033145
ELEC,CA,,2,,39.049294,-122.913873
ELEC,CA,,2,,33.802013,-116.532265
ELEC,ME,,4,,43.592378,-70.227698
ELEC,ME,,4,,43.621778,-70.21417
ELEC,NY,,,2,40.740992,-73.662543
ELEC,CA,,2,,33.821651,-116.548482
ELEC,NC,,4,,35.834835,-78.634723
ELEC,NC,,,2,35.301719,-80.987302
ELEC,CA,,2,,33.721743,-116.352495
ELEC,NY,,2,,42.090936,-73.720106
ELEC,NY,,2,,42.329551,-78.86664
ELEC,TX,,,6,29.737569,-95.564588
ELEC,AZ,,10,,33.433691,-111.899186
ELEC,TX,,8,,33.165364,-96.937897
ELEC,WA,,,1,47.657077,-117.368054
ELEC,CO,,,2,40.966489,-102.246913
ELEC,NC,,,2,35.396088,-80.659244
ELEC,CO,,,2,37.305723,-107.866978
ELEC,NY,,2,,41.038234,-73.864861
ELEC,WA,,,2,47.693653,-117.374808
ELEC,CA,,3,,37.877349,-122.461164
ELEC,MT,,1,,47.50469,-111.293009
ELEC,CA,,2,,37.639808,-122.058376
ELEC,FL,,,1,26.227995,-81.76597
ELEC,FL,,,1,26.227985,-81.766034
ELEC,IL,,2,,39.487864,-88.274866
ELEC,NY,,,1,42.098134,-79.314199
ELEC,NY,,,1,42.098102,-79.31418
ELEC,TX,,2,,32.673455,-97.093755
ELEC,TX,,2,,32.67341,-97.09366
ELEC,TX,,2,,32.673367,-97.09367
ELEC,AZ,,2,,33.408166,-112.321184
ELEC,AZ,,2,,33.408166,-112.321195
ELEC,IL,,2,,39.48787,-88.27493
ELEC,LA,,,1,30.15612,-92.09051
ELEC,FL,,2,,25.77896,-80.189156
ELEC,FL,,2,,25.778948,-80.1892
ELEC,FL,,2,,25.778948,-80.18919
ELEC,FL,,2,,25.778906,-80.189316
ELEC,ME,,2,,43.938144,-69.965888
ELEC,CO,,,1,38.990423,-104.806011
ELEC,CO,,,1,38.990377,-104.806092
ELEC,GA,,,4,33.94771,-84.12489
ELEC,CA,,,6,37.510733,-121.948142
ELEC,GA,,,4,33.92954,-84.3414
ELEC,AZ,,,4,33.373679,-111.840646
ELEC,NJ,,,4,40.627598,-74.315658
ELEC,CA,,,4,35.51331,-120.6982
ELEC,PR,,1,,18.423571,-66.067199
ELEC,CA,,1,,33.99129,-118.464976
ELEC,CA,,1,,33.991302,-118.46496
ELEC,CA,,1,,33.991326,-118.464939
ELEC,CA,,1,,33.991243,-118.465006
ELEC,CA,,2,,37.710958,-121.853807
ELEC,CA,,1,,33.991164,-118.465022
ELEC,SC,,2,,34.239605,-79.811446
ELEC,FL,,2,,25.97928199,-80.37300274
ELEC,NE,,2,,41.11200489,-101.7165075
ELEC,OH,,,1,41.31521599,-81.52624548
ELEC,OH,,1,,41.49439845,-84.30734385
ELEC,OH,,1,,41.27596664,-84.42299055
ELEC,OH,,1,,41.67484611,-83.6900978
ELEC,OH,,2,,41.7275134,-83.54641
ELEC,OH,,2,,41.65491385,-83.53973523
ELEC,OH,,6,,41.64956968,-83.53409536
ELEC,OH,,1,,41.36184797,-83.14989616
ELEC,OH,,1,,40.56616326,-84.19734208
ELEC,OH,,2,,40.22964414,-84.49232001
ELEC,OH,,2,,40.22927739,-84.48939102
ELEC,OH,,1,,40.22315642,-84.48477339
ELEC,OH,,2,,40.16259352,-84.23198263
ELEC,OH,,2,,40.15033657,-84.21771121
ELEC,OH,,4,,40.08845733,-84.22971557
ELEC,OH,,2,,40.04294781,-84.21008585
ELEC,OH,,3,,40.02156129,-84.20026677
ELEC,OH,,1,,39.85048536,-84.18830842
ELEC,OH,,2,,39.84240298,-84.18831131
ELEC,OH,,1,,39.77005557,-84.06119988
ELEC,OH,,1,,39.77433214,-84.08834362
ELEC,OH,,2,,39.77845555,-84.16313742
ELEC,FL,,5,,25.77485805,-80.1392344
ELEC,FL,,2,,25.79179021,-80.14215031
ELEC,FL,,1,,25.57364604,-80.3645474
ELEC,FL,,2,,25.60417354,-80.34900652
ELEC,FL,,1,,25.62639754,-80.34173527
ELEC,FL,,1,,25.65568415,-80.32742295
ELEC,FL,,1,,25.67404853,-80.32076655
ELEC,FL,,1,,25.69638951,-80.29751292
ELEC,FL,,3,,25.73039236,-80.41621078
ELEC,FL,,3,,25.74821648,-80.34761796
ELEC,FL,,3,,25.74204412,-80.29550616
ELEC,FL,,1,,25.71775825,-80.27498387
ELEC,FL,,2,,25.78109615,-80.21248378
ELEC,FL,,1,,25.7860418,-80.18697835
ELEC,FL,,2,,25.79646013,-80.18995439
ELEC,FL,,2,,25.79532961,-80.27735788
ELEC,FL,,1,,25.81219014,-80.33715535
ELEC,FL,,6,,25.78711718,-80.38813165
ELEC,FL,,2,,26.01188473,-80.15980812
ELEC,FL,,2,,25.9792704,-80.1474842
ELEC,IL,,,12,42.0751659,-88.186507
ELEC,MN,,,16,44.861057,-93.312177
ELEC,CA,,,16,34.123815,-116.415701
ELEC,AZ,,,20,33.656573,-111.927697
ELEC,CO,,,12,38.26698,-104.609245
ELEC,NY,,,4,44.666973,-74.990216
ELEC,ME,,,12,44.568837,-69.639592
ELEC,MA,,,8,42.623414,-70.654457
ELEC,OH,,2,,41.71617787,-83.70441241
ELEC,OH,,1,,40.22314,-84.48517
ELEC,NC,,2,,35.793191,-78.661904
ELEC,MO,,1,,38.593595,-90.495148
ELEC,FL,,2,,26.430465,-81.782328
ELEC,CA,,1,,33.120671,-117.121924
ELEC,CA,,1,,33.120764,-117.122255
ELEC,CA,,2,,33.120848,-117.12225
ELEC,CA,,1,,33.11954,-117.121863
ELEC,CA,,2,,33.119537,-117.12191
ELEC,CA,,1,,33.119614,-117.121718
ELEC,CA,,2,,33.120824,-117.122251
ELEC,CA,,2,,33.119557,-117.121947
ELEC,CA,,2,,33.119558,-117.122007
ELEC,CA,,2,,33.120786,-117.122249
ELEC,CA,,2,,33.119547,-117.121978
ELEC,NJ,,1,,40.165894,-74.050759
ELEC,NJ,,2,,40.528786,-74.38442
ELEC,CA,,2,,32.991434,-117.185838
ELEC,CA,,2,,32.991418,-117.185726
ELEC,CA,,2,,32.991434,-117.185687
ELEC,CA,,2,,32.991409,-117.185791
ELEC,FL,,2,,26.430461,-81.782331
ELEC,TN,,,1,36.28376,-86.69596
ELEC,NH,,2,,42.957843,-71.444224
ELEC,NH,,2,,42.957825,-71.444228
ELEC,NH,,2,,42.957838,-71.444248
ELEC,PA,,2,,40.181203,-76.840477
ELEC,AZ,,2,,33.485935,-112.07278
ELEC,AZ,,2,,33.485873,-112.072249
ELEC,AZ,,2,,33.486066,-112.072221
ELEC,AZ,,2,,33.485999,-112.072644
ELEC,MN,,2,,45.134921,-93.474837
ELEC,MN,,2,,45.134923,-93.474944
ELEC,CA,,,1,32.83316,-117.164496
ELEC,WI,,2,,43.63258,-88.729191
ELEC,TX,,2,,32.915914,-97.034369
ELEC,TX,,2,,32.915878,-97.034359
ELEC,CA,,,1,36.807779,-119.898278
ELEC,CA,,,1,36.807726,-119.898298
ELEC,CA,,2,1,39.403309,-123.350225
ELEC,PA,,4,,40.026597,-76.33253
ELEC,PA,,2,,39.981383,-76.660126
ELEC,PA,,4,,41.2631,-76.97607
ELEC,WY,,1,,43.843182,-110.610976
ELEC,IA,,2,,41.616872,-93.854466
ELEC,CA,,2,,32.969877,-117.264775
ELEC,CA,,2,,33.678101,-117.762519
ELEC,CA,,1,,33.677812,-117.761606
ELEC,CA,,2,,33.67741,-117.761333
ELEC,CA,,2,,33.677385,-117.76129
ELEC,CA,,2,,33.677387,-117.761361
ELEC,CA,,2,,33.677354,-117.761319
ELEC,CA,,2,,33.678208,-117.759918
ELEC,CA,,2,,33.67824,-117.759954
ELEC,CA,,1,,33.678011,-117.759742
ELEC,CA,,1,,33.677981,-117.759709
ELEC,CA,,1,,32.878636,-117.215668
ELEC,CA,,1,,32.878677,-117.215667
ELEC,CA,,2,,40.584621,-122.391784
ELEC,CA,,2,,40.584594,-122.391783
ELEC,CA,,2,,40.584612,-122.391793
ELEC,CA,,2,,40.584607,-122.391777
ELEC,CA,,2,,40.584596,-122.391797
ELEC,CA,,2,,40.584611,-122.391784
ELEC,CA,,2,,40.584604,-122.391791
ELEC,CA,,2,,40.584605,-122.391768
ELEC,CA,,2,,40.584616,-122.391773
ELEC,CA,,2,,40.584595,-122.391773
ELEC,CA,,2,,32.859597,-116.81864
ELEC,CA,,2,,32.8597,-116.818761
ELEC,CA,,2,,32.878759,-117.215673
ELEC,CA,,2,,32.878735,-117.215669
ELEC,CA,,2,,32.859858,-116.818816
ELEC,CA,,2,,32.878826,-117.215672
ELEC,CA,,2,,32.85964,-116.818668
ELEC,CA,,2,,32.859674,-116.81872
ELEC,CA,,2,,32.87875,-117.215659
ELEC,MI,,2,,43.628627,-84.277373
ELEC,MI,,2,,43.630482,-84.276809
ELEC,MA,,2,,41.982212,-71.30854
ELEC,MA,,2,,41.983376,-71.33414
ELEC,MA,,2,,41.983437,-71.33412
ELEC,MA,,2,,41.981083,-71.33428
ELEC,MA,,2,,41.981086,-71.334354
ELEC,NV,,,2,39.512153,-115.961057
ELEC,CA,,2,,34.146674,-119.16846
ELEC,CA,,2,,34.146646,-119.168499
ELEC,CA,,,1,34.146732,-119.168477
ELEC,CA,,,1,34.14664,-119.168461
ELEC,NM,,2,,35.097904,-106.66449
ELEC,TN,,2,,36.139197,-86.821374
ELEC,SD,,,1,43.994148,-97.110916
ELEC,CA,,10,,32.78732,-117.099664
ELEC,CA,,20,,37.397528,-122.05892
ELEC,CA,,20,,34.097282,-118.315978
ELEC,CA,,10,,32.785386,-117.10281
ELEC,CA,,7,,32.641352,-117.085566
ELEC,KS,,1,,39.45953,-98.090152
ELEC,NJ,,3,,40.577185,-74.64954
ELEC,CO,,2,,40.0162822,-105.2813814
ELEC,NJ,,12,,40.4167895,-74.5300328
ELEC,WA,,2,,47.611826,-122.201331
ELEC,CA,,1,,34.020941,-118.386706
ELEC,IN,,2,,41.477209,-87.052499
ELEC,MD,,2,,39.038906,-77.052239
ELEC,MD,,2,,39.038868,-77.05224
ELEC,CO,,2,,39.644073,-106.37947
ELEC,NY,,2,,41.103294,-74.029091
ELEC,OR,,2,,45.010926,-122.784497
ELEC,OR,,,1,45.01097,-122.784338
ELEC,OR,,,1,45.010923,-122.784582
ELEC,NY,,2,,42.947966,-78.845429
ELEC,NY,,2,,42.94798,-78.845406
ELEC,CA,,2,,36.60043,-121.893524
ELEC,VA,,2,,38.698353,-77.2143
ELEC,VA,,2,,38.69845,-77.21419
ELEC,NJ,,2,,40.956615,-74.16173
ELEC,CA,,,6,37.934803,-121.237687
ELEC,MI,,,1,42.23885482,-85.68921288
ELEC,NC,,,11,35.062319,-80.770893
ELEC,VT,,,8,44.460768,-72.0146882
ELEC,NY,,,12,43.113255,-75.591331
ELEC,TX,,,8,30.05033,-95.438284
ELEC,CO,,,12,39.452595,-108.045887
ELEC,WV,,,8,38.700358,-80.664459
ELEC,NY,,,12,42.454125,-79.30869
ELEC,MN,,,8,45.300804,-93.799559
ELEC,NJ,,,8,40.46196208,-74.40093119
ELEC,MN,,,8,45.510927,-92.990614
ELEC,NY,,4,,40.93594,-73.72539
ELEC,NY,,20,,40.77049,-73.87014
ELEC,NY,,2,,43.46433,-76.50397
ELEC,NY,,2,,43.45529,-76.51134
ELEC,NY,,4,,42.95328,-74.1726
ELEC,NY,,4,,41.35266,-73.74911
ELEC,CT,,2,,41.55013,-72.64966
ELEC,NC,,2,,36.4456,-77.64131
ELEC,NY,,6,,40.74538,-73.98571
ELEC,NY,,4,,40.74282,-73.97438
ELEC,SC,,2,,32.78719,-79.9268
ELEC,NY,,6,,43.35686,-73.65787
ELEC,NY,,6,,42.93403,-76.56267
ELEC,NY,,6,,43.03345,-76.0184
ELEC,NY,,4,,43.05612,-76.1574
ELEC,NY,,4,,43.28082,-78.46306
ELEC,NH,,4,,43.16856,-70.89806
ELEC,NY,,4,,41.70038,-73.93042
ELEC,NY,,4,,43.16772,-73.71771
ELEC,CO,,12,,39.7471181,-104.9988548
ELEC,MD,,9,,39.2992877,-76.5921643
ELEC,DC,,2,,38.9019902,-77.0252236
ELEC,FL,,3,,26.3845609,-80.125528
ELEC,NJ,,2,,40.926369,-74.267484
ELEC,CA,,2,,37.790885,-122.396686
ELEC,TX,,2,,30.402124,-97.723316
