Fuel Type Code,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Latitude,Longitude
ELEC,CA,,,1,33.765443,-118.195555
ELEC,CA,,2,,33.765479,-118.195687
ELEC,CA,,2,,33.765503,-118.195739
ELEC,CA,,2,,33.76539,-118.19589
ELEC,CA,,2,,33.765411,-118.195939
ELEC,CA,,2,,33.765424,-118.195973
ELEC,CA,,2,,33.765636,-118.19573
ELEC,CA,,2,,33.765553,-118.19584
ELEC,CA,,2,,33.765358,-118.195838
ELEC,UT,,2,,40.670223,-111.955998
ELEC,UT,,2,,40.670175,-111.956
ELEC,UT,,2,,40.670121,-111.956
ELEC,UT,,2,,40.670074,-111.955999
ELEC,UT,,2,,40.66997,-111.956001
ELEC,UT,,2,,40.669925,-111.956004
ELEC,UT,,2,,40.759495,-111.889572
ELEC,UT,,2,,40.759799,-111.889574
ELEC,NY,,2,,43.092842,-75.3164
ELEC,NY,,2,,43.09292,-75.31621
ELEC,NY,,2,,43.09286,-75.3164
ELEC,NY,,2,,43.092865,-75.31666
ELEC,NY,,2,,43.092808,-75.316605
ELEC,WA,,2,,47.66392,-122.300272
ELEC,WA,,2,,47.663931,-122.300224
ELEC,WA,,2,,47.663935,-122.300285
ELEC,WA,,2,,47.663975,-122.300272
ELEC,ME,,,1,45.624337,-70.251525
ELEC,ME,,,1,45.624361,-70.25156
ELEC,OR,,,1,44.632043,-121.130994
ELEC,OR,,,1,44.632045,-121.13107
ELEC,OR,,,1,44.632041,-121.131094
ELEC,OR,,2,,44.632041,-121.131139
ELEC,PA,,2,,40.14862,-76.284051
ELEC,FL,,2,,26.601599,-81.80687
ELEC,FL,,2,,26.599354,-81.80705
ELEC,MI,,2,,42.369916,-83.372521
ELEC,CO,,2,,40.016422,-105.245593
ELEC,MA,,2,,42.376242,-71.026379
ELEC,MA,,2,,42.376275,-71.026415
ELEC,MA,,2,,42.37631,-71.026467
ELEC,MA,,2,,42.376326,-71.026524
ELEC,MA,,2,,42.363395,-71.018595
ELEC,MA,,2,,42.36328,-71.01842
ELEC,MA,,2,,42.363197,-71.01837
ELEC,OH,,,1,39.952658,-82.992048
ELEC,NY,,2,,43.190998,-77.70397
ELEC,NY,,2,,43.19095,-77.70397
ELEC,CA,,2,,35.277586,-116.056716
ELEC,CA,,,1,35.277539,-116.056714
ELEC,CA,,,1,35.27749,-116.056716
ELEC,OH,,2,,40.053921,-82.913051
ELEC,OH,,2,,40.053989,-82.913029
ELEC,OH,,2,,40.053781,-82.91304
ELEC,GA,,2,,33.989079,-84.092257
ELEC,GA,,2,,33.989079,-84.092075
ELEC,GA,,2,,33.98897,-84.091789
ELEC,MA,,2,,42.354024,-71.068113
ELEC,MA,,2,,42.354024,-71.068059
ELEC,MA,,2,,42.353976,-71.068038
ELEC,NE,,2,,41.225362,-95.928982
ELEC,LA,,2,,29.996635,-90.2533
ELEC,LA,,2,,29.996696,-90.253174
ELEC,LA,,2,,29.996607,-90.253105
ELEC,LA,,2,,29.996693,-90.25321
ELEC,LA,,2,,29.996714,-90.25318
ELEC,LA,,2,,29.996696,-90.25319
ELEC,LA,,2,,29.996622,-90.2533
ELEC,DC,,2,,38.907185,-77.043714
ELEC,DC,,2,,38.907196,-77.043603
ELEC,DC,,2,,38.907191,-77.043798
ELEC,DC,,2,,38.907192,-77.043647
ELEC,DC,,1,,38.907181,-77.043678
ELEC,DC,,2,,38.907191,-77.043765
ELEC,VT,,2,,43.055492,-73.15508
ELEC,MA,,2,,42.09579,-72.60529
ELEC,MA,,2,,42.447865,-73.2597
ELEC,NV,,2,,36.041889,-115.185858
ELEC,NV,,2,,36.041912,-115.185715
ELEC,NV,,2,,36.041911,-115.185797
ELEC,NV,,2,,36.041958,-115.18567
ELEC,WA,,2,,47.614756,-122.195468
ELEC,PA,,2,,40.44393,-79.940959
ELEC,PA,,2,,40.443985,-79.940912
ELEC,MA,,2,,42.361782,-71.090538
ELEC,MA,,1,,42.36177,-71.09054
ELEC,PA,,2,,40.437939,-79.999009
ELEC,PA,,2,,40.437957,-79.999038
ELEC,PA,,2,,40.437991,-79.999081
ELEC,OH,,2,,39.976682,-82.874903
ELEC,OH,,2,,39.97663,-82.874906
ELEC,OH,,2,,39.39659,-82.970665
ELEC,NY,,2,,42.960455,-78.769121
ELEC,MA,,2,,42.274974,-71.798078
ELEC,MA,,2,,42.274998,-71.798115
ELEC,MA,,2,,42.275066,-71.798123
ELEC,IL,,2,,42.129078,-88.135692
ELEC,IL,,2,,42.128951,-88.135717
ELEC,IL,,2,,42.129608,-88.135708
ELEC,GA,,2,,33.835736,-84.32525
ELEC,GA,,2,,33.835655,-84.325215
ELEC,GA,,2,,33.835711,-84.325228
ELEC,GA,,2,,33.835745,-84.325255
ELEC,GA,,2,,33.835629,-84.325306
ELEC,MO,,,1,38.819828,-91.143442
ELEC,OH,,2,,40.059728,-82.848738
ELEC,OH,,2,,40.107266,-82.826916
ELEC,MD,,2,,39.19197,-76.693985
ELEC,GA,,2,,33.771882,-84.252859
ELEC,GA,,2,,33.77187,-84.252721
ELEC,MN,,1,,44.981598,-93.143754
ELEC,MI,,2,,42.890379,-85.677932
ELEC,MI,,2,,42.750299,-84.560082
ELEC,NC,,2,,35.031242,-79.11927
ELEC,PA,,2,,40.459924,-79.9232
ELEC,PA,,2,,40.459947,-79.923042
ELEC,PA,,2,,40.459901,-79.923136
ELEC,PA,,2,,40.447699,-80.022545
ELEC,PA,,2,,40.447699,-80.022512
ELEC,PA,,2,,40.447699,-80.022577
ELEC,GA,,2,,33.847361,-84.366858
ELEC,GA,,2,,33.847512,-84.366836
ELEC,CA,,1,,38.075886,-122.5742
ELEC,CA,,2,,38.075928,-122.57451
ELEC,CA,,2,,38.075912,-122.574356
ELEC,CA,,2,,38.075897,-122.574295
ELEC,CA,,2,,38.07592,-122.57444
ELEC,CA,,2,,38.075745,-122.574356
ELEC,CA,,2,,38.075752,-122.57442
ELEC,CA,,1,,38.075886,-122.57423
ELEC,NY,,2,,43.035553,-78.88712
ELEC,PA,,2,,40.158518,-75.133285
ELEC,MA,,2,,42.522736,-71.135704
ELEC,NY,,2,,42.865037,-73.782471
ELEC,TX,,2,,30.458594,-97.7526
ELEC,MD,,1,,39.377378,-76.460583
ELEC,OH,,2,,40.047485,-82.45157
ELEC,NH,,2,,43.700509,-72.288452
ELEC,GA,,2,,33.753636,-84.469482
ELEC,GA,,2,,33.753721,-84.469455
ELEC,NC,,2,,35.773777,-78.674447
ELEC,OH,,2,,39.950677,-83.002017
ELEC,OH,,2,,39.95069,-83.00195
ELEC,CA,,2,,34.034958,-117.306589
ELEC,CA,,,1,34.034964,-117.306911
ELEC,MA,,2,,42.36628,-71.02201
ELEC,MA,,2,,42.367607,-71.02075
ELEC,MA,,2,,42.36758,-71.0207
ELEC,MA,,2,,42.36622,-71.02187
ELEC,MA,,2,,42.3663,-71.02208
ELEC,MA,,2,,42.366287,-71.02203
ELEC,MA,,2,,42.366898,-71.01889
ELEC,MA,,2,,42.367413,-71.02113
ELEC,MA,,2,,42.365215,-71.019485
ELEC,MA,,2,,42.366653,-71.01831
ELEC,MA,,2,,42.366604,-71.01832
ELEC,MA,,2,,42.36654,-71.0184
ELEC,MA,,2,,42.365314,-71.01941
ELEC,MA,,2,,42.36526,-71.019424
ELEC,MA,,2,,42.36659,-71.01834
ELEC,MA,,2,,42.366604,-71.0183
ELEC,GA,,2,,33.825883,-84.369126
ELEC,GA,,2,,33.825922,-84.369192
ELEC,CA,,1,,37.319386,-122.043928
ELEC,CA,,1,,37.319465,-122.043856
ELEC,CA,,1,,37.319412,-122.043724
ELEC,CA,,1,,37.319473,-122.043775
ELEC,CA,,1,,37.319448,-122.043574
ELEC,CA,,1,,37.319462,-122.04383
ELEC,CA,,1,,37.319437,-122.043467
ELEC,UT,,2,,41.251599,-111.946225
ELEC,UT,,2,,41.251583,-111.946109
ELEC,UT,,2,,41.251582,-111.946163
ELEC,TX,,2,,30.479372,-97.83449
ELEC,MA,,2,,42.317883,-71.77803
ELEC,IN,,1,,39.632715,-86.122562
ELEC,GA,,2,,33.901377,-84.281995
ELEC,GA,,2,,33.901322,-84.282074
ELEC,MA,,2,,42.316162,-72.637566
ELEC,VA,,2,,38.88944,-77.079233
ELEC,HI,,1,,21.339253,-158.122662
ELEC,HI,,1,,21.340039,-158.124006
ELEC,HI,,2,,21.339288,-158.122771
ELEC,HI,,2,,21.339307,-158.122729
ELEC,HI,,2,,21.339445,-158.122655
ELEC,HI,,2,,21.339284,-158.122702
ELEC,HI,,2,,21.339394,-158.122711
ELEC,HI,,2,,21.339413,-158.122758
ELEC,HI,,2,,21.340109,-158.124143
ELEC,HI,,2,,21.340126,-158.124202
ELEC,HI,,2,,21.340126,-158.124305
ELEC,HI,,2,,21.339994,-158.123944
ELEC,HI,,2,,21.340018,-158.123976
ELEC,CO,,2,,40.01447,-105.27934
ELEC,ME,,,1,44.650282,-70.150479
ELEC,ME,,,1,44.650282,-70.150445
ELEC,CA,,,1,33.759273,-118.078935
ELEC,NV,,2,,39.530502,-119.815335
ELEC,TX,,2,,30.477991,-97.77827
ELEC,TX,,2,,30.47781,-97.77879
ELEC,TX,,2,,30.47798,-97.77821
ELEC,PA,,2,,40.439251,-80.0033
ELEC,PA,,2,,40.439291,-80.003344
ELEC,PA,,2,,40.439241,-80.003253
ELEC,KS,,2,,38.043217,-97.868835
ELEC,PA,,2,,40.26458,-76.682682
ELEC,WI,,2,,43.037328,-89.396485
ELEC,WA,,2,,47.954665,-122.208368
ELEC,WA,,2,,47.954679,-122.208344
ELEC,WA,,1,,47.955032,-122.207117
ELEC,IN,,2,,39.905999,-85.920093
ELEC,NY,,2,,43.55704,-73.645096
ELEC,NY,,2,,43.557007,-73.64522
ELEC,NY,,2,,43.557083,-73.64522
ELEC,OH,,2,,40.023432,-83.026682
ELEC,AZ,,2,,32.238958,-110.955858
ELEC,AZ,,2,,32.238922,-110.955875
ELEC,AZ,,1,,32.239773,-110.955634
ELEC,TX,,2,,32.937542,-96.98446
ELEC,MA,,2,,42.36483,-71.089035
ELEC,MA,,2,,42.364918,-71.089096
ELEC,MA,,2,,42.36489,-71.08886
ELEC,NJ,,2,,40.684002,-74.2353
ELEC,TN,,2,,35.956664,-86.818974
ELEC,NY,,2,,41.147003,-73.988106
ELEC,CA,,2,,33.648052,-117.854668
ELEC,PA,,2,,40.039192,-76.140288
ELEC,PA,,2,,40.039122,-76.140294
ELEC,FL,,2,,29.641672,-82.35083
ELEC,FL,,2,,29.642097,-82.350769
ELEC,FL,,2,,29.64187,-82.350724
ELEC,FL,,2,,29.641751,-82.350801
ELEC,FL,,2,,29.641789,-82.350768
ELEC,ME,,,1,43.409632,-70.558418
ELEC,RI,,2,,42.013794,-71.46156
ELEC,NJ,,2,,40.662501,-74.416335
ELEC,CA,,2,,33.76304,-118.19342
ELEC,CA,,2,,33.762971,-118.193297
ELEC,OH,,,1,39.98878,-83.05917
ELEC,MA,,2,,42.71522,-73.207064
ELEC,PA,,2,,40.265344,-76.88568
ELEC,PA,,2,,40.265348,-76.885696
ELEC,PA,,2,,40.265385,-76.885691
ELEC,MA,,2,,42.266344,-71.841592
ELEC,NY,,2,,42.676205,-73.73344
ELEC,NY,,2,,42.676277,-73.733406
ELEC,NY,,2,,42.676273,-73.73341
ELEC,RI,,2,,41.84298,-71.45973
ELEC,RI,,2,,41.84419,-71.457201
ELEC,RI,,2,,41.84195,-71.45397
ELEC,TX,,2,,32.829205,-97.066946
ELEC,UT,,2,,40.67032,-111.95599
ELEC,UT,,2,,40.670418,-111.95599
ELEC,UT,,2,,40.670372,-111.95599
ELEC,UT,,2,,40.670039,-111.956001
ELEC,UT,,,1,40.670517,-111.95599
ELEC,TX,,2,,30.404225,-97.705798
ELEC,CA,,2,,37.419618,-122.211687
ELEC,CA,,2,,37.418912,-122.210992
ELEC,CA,,2,,37.418985,-122.211061
ELEC,CA,,2,,37.418861,-122.210994
ELEC,CA,,2,,33.717738,-117.787978
ELEC,CA,,2,,33.717716,-117.788002
ELEC,CA,,1,,33.717763,-117.787957
ELEC,NY,,2,,43.30801,-73.645355
ELEC,NC,,2,,35.990683,-78.890352
ELEC,MA,,2,,42.405308,-71.27627
ELEC,WA,,1,,47.035855,-122.894786
ELEC,WA,,1,,47.035858,-122.894738
ELEC,WA,,1,,47.035867,-122.894632
ELEC,WA,,1,,47.035865,-122.894692
ELEC,WA,,1,,47.035846,-122.8949
ELEC,OH,,,1,40.874223,-81.441276
ELEC,CA,,2,,33.65097,-117.718137
ELEC,AZ,,2,,33.529914,-112.06361
ELEC,NY,,2,,41.927273,-73.91065
ELEC,MA,,2,,42.590702,-72.524216
ELEC,TN,,2,,35.93748,-86.81119
ELEC,CA,,2,,40.886386,-122.385166
ELEC,FL,,2,,26.064008,-80.230532
ELEC,FL,,2,,26.064001,-80.230464
ELEC,PA,,2,,39.76522,-77.375534
ELEC,CA,,1,,37.774915,-122.417238
ELEC,CA,,1,,37.7749,-122.417204
ELEC,CA,,1,,37.774876,-122.417163
ELEC,CA,,1,,37.774933,-122.41726
ELEC,CA,,1,,37.774868,-122.417151
ELEC,CA,,1,,37.774891,-122.417189
ELEC,CA,,1,,37.774905,-122.417212
ELEC,CA,,1,,37.774923,-122.417247
ELEC,MA,,2,,42.452114,-70.96304
ELEC,TX,,2,,32.830707,-97.062827
ELEC,TX,,2,,32.830659,-97.062829
ELEC,TX,,2,,32.83063,-97.062686
ELEC,TX,,2,,32.830731,-97.062681
ELEC,TX,,2,,32.830756,-97.062682
ELEC,TX,,2,,32.831127,-97.062424
ELEC,TX,,2,,32.831153,-97.06242
ELEC,TX,,2,,32.831052,-97.062616
ELEC,TX,,2,,32.831079,-97.062426
ELEC,TX,,2,,32.831105,-97.062616
ELEC,TX,,1,,32.831254,-97.062626
ELEC,TX,,2,,32.831257,-97.062746
ELEC,TX,,2,,32.831257,-97.062684
ELEC,TX,,2,,32.830656,-97.062564
ELEC,TX,,2,,32.830633,-97.062561
ELEC,TX,,2,,32.830683,-97.062562
ELEC,TX,,2,,32.830806,-97.062678
ELEC,TX,,2,,32.830707,-97.062681
ELEC,TX,,2,,32.83078,-97.062679
ELEC,CA,,1,,37.505057,-122.260967
ELEC,CA,,2,,38.019123,-122.540482
ELEC,CA,,2,,38.019417,-122.540356
ELEC,CA,,2,,38.019498,-122.540318
ELEC,CA,,2,,38.019224,-122.540441
ELEC,CA,,2,,38.019136,-122.540484
ELEC,CA,,2,,38.019371,-122.540385
ELEC,CA,,2,,38.019109,-122.540494
ELEC,CA,,2,,38.019556,-122.540305
ELEC,CA,,2,,38.019469,-122.540352
ELEC,CO,,1,,39.732901,-105.005411
ELEC,DC,,2,,38.90874,-76.999695
ELEC,MD,,1,,39.092401,-77.197522
ELEC,MA,,2,,41.657831,-70.279058
ELEC,MA,,2,,41.657729,-70.27908
ELEC,MA,,2,,41.656467,-70.280511
ELEC,MA,,2,,41.657094,-70.279968
ELEC,MA,,1,,42.32468,-71.062307
ELEC,MI,,2,,42.591519,-83.599513
ELEC,MI,,1,,42.5915,-83.59953
ELEC,MO,,2,,40.465523,-93.974654
ELEC,NM,,2,,35.094242,-106.67956
ELEC,NY,,2,,42.735123,-73.68809
ELEC,NY,,2,,42.73509,-73.687996
ELEC,NY,,2,,41.095104,-73.77466
ELEC,NY,,2,,41.74457,-74.11794
ELEC,NY,,2,,42.770966,-73.71627
ELEC,OR,,,1,44.060972,-121.313351
ELEC,OR,,2,,44.061019,-121.313271
ELEC,OR,,,1,44.061048,-121.313306
ELEC,PA,,1,,40.233112,-77.092804
ELEC,RI,,2,,41.664772,-71.158168
ELEC,TN,,2,,36.152193,-86.807851
ELEC,TN,,2,,36.152202,-86.807787
ELEC,TN,,2,,36.152323,-86.807819
ELEC,TN,,2,,36.152263,-86.807723
ELEC,TN,,2,,36.152271,-86.807755
ELEC,TN,,2,,36.152245,-86.807905
ELEC,TN,,2,,36.15228,-86.80783
ELEC,UT,,2,,40.756873,-111.883465
ELEC,UT,,2,,41.092184,-111.999736
ELEC,UT,,2,,41.093147,-111.998452
ELEC,WA,,1,,45.629438,-122.663319
ELEC,WI,,2,,43.084361,-89.316809
ELEC,TN,,1,,36.141586,-86.804474
ELEC,TN,,1,,36.141581,-86.804513
ELEC,TN,,1,,36.141524,-86.804512
ELEC,TX,,2,,33.595038,-96.604101
ELEC,AZ,,2,,33.041606,-111.377281
ELEC,GA,,2,,33.934419,-84.365176
ELEC,OH,,,1,40.059761,-82.401055
ELEC,OH,,,1,40.646145,-82.542915
ELEC,UT,,2,,41.485369,-112.018061
ELEC,UT,,2,,41.486085,-112.017536
ELEC,WA,,2,,47.05093,-122.902434
ELEC,GA,,2,,33.650603,-84.44786
ELEC,GA,,2,,33.650685,-84.447986
ELEC,CA,,1,,33.640481,-117.856503
ELEC,CA,,2,,33.640514,-117.85647
ELEC,CA,,2,,33.661884,-117.750185
ELEC,CA,,1,,33.661988,-117.750023
ELEC,CA,,1,,33.662001,-117.749967
ELEC,CA,,2,,33.661942,-117.750093
ELEC,CA,,1,,33.661971,-117.75005
ELEC,RI,,2,,41.822765,-71.400019
ELEC,RI,,2,,41.818679,-71.408073
ELEC,RI,,2,,41.832562,-71.3966
ELEC,CA,,2,,37.593051,-122.089699
ELEC,GA,,2,,33.944248,-84.356829
ELEC,GA,,2,,33.944204,-84.356829
ELEC,GA,,2,,33.944167,-84.356826
ELEC,GA,,2,,33.944127,-84.356826
ELEC,NJ,,2,,40.73895,-74.181735
ELEC,NJ,,2,,40.739013,-74.181706
ELEC,AZ,,2,,33.506559,-112.048013
ELEC,CA,,1,,37.484938,-122.206707
ELEC,CA,,1,,37.48494,-122.206772
ELEC,TX,,2,,29.440273,-98.48045
ELEC,TX,,2,,29.440266,-98.480606
ELEC,WA,,1,,47.035841,-122.895035
ELEC,AZ,,2,,33.547987,-112.261097
ELEC,AZ,,2,,33.546624,-112.261315
ELEC,AZ,,2,,33.548843,-112.262817
ELEC,AZ,,2,,33.549094,-112.262826
ELEC,KS,,2,,38.9812,-95.327415
ELEC,TX,,2,,32.790656,-96.80298
ELEC,CA,,1,,33.901568,-118.39396
ELEC,CA,,2,,33.901568,-118.393981
ELEC,CA,,2,,33.901603,-118.39403
ELEC,CA,,1,,33.894907,-118.394099
ELEC,CA,,1,,33.894925,-118.394121
ELEC,GA,,2,,33.64185,-84.45689
ELEC,GA,,2,,33.64149,-84.45686
ELEC,HI,,1,,19.502075,-154.955789
ELEC,NJ,,2,,41.08803,-74.730211
ELEC,VT,,1,,43.11367,-72.90463
ELEC,CA,,2,,33.921953,-116.955974
ELEC,OH,,2,,40.077415,-83.13821
ELEC,MN,,2,,44.975204,-93.265627
ELEC,PA,,2,,40.120945,-75.285418
ELEC,RI,,2,,41.83043,-71.420241
ELEC,RI,,2,,41.830402,-71.420254
ELEC,CA,,1,,33.666233,-117.758609
ELEC,CA,,2,,33.666267,-117.758575
ELEC,CA,,1,,33.666212,-117.758626
ELEC,GA,,2,,33.888734,-84.468622
ELEC,RI,,2,,41.732092,-71.441345
ELEC,CA,,1,,37.408801,-122.124107
ELEC,NY,,2,,42.680122,-73.838684
ELEC,UT,,2,,39.599769,-110.809057
ELEC,UT,,2,,39.5999,-110.809069
ELEC,CA,,2,,37.955438,-122.33894
ELEC,CA,,2,,37.955008,-122.338525
ELEC,NY,,2,,44.596222,-75.17103
ELEC,CA,,1,,33.642307,-117.85553
ELEC,CA,,2,,33.642259,-117.855529
ELEC,MA,,2,,42.65096,-71.31578
ELEC,TX,,2,,29.44539,-98.609196
ELEC,CA,,2,,33.898755,-118.394357
ELEC,CA,,1,,33.898718,-118.394363
ELEC,CA,,2,,33.898746,-118.394368
ELEC,MD,,,1,39.142144,-76.762608
ELEC,UT,,2,,40.582066,-111.895121
ELEC,UT,,2,,40.581844,-111.892839
ELEC,UT,,2,,40.581824,-111.892896
ELEC,CA,,,1,33.72327,-117.789229
ELEC,CA,,,1,33.723292,-117.789209
ELEC,CA,,1,,33.723324,-117.78918
ELEC,CA,,2,,37.969246,-122.073651
ELEC,CA,,2,,37.969279,-122.073534
ELEC,CA,,2,,37.969293,-122.073376
ELEC,CA,,2,,37.969287,-122.073443
ELEC,GA,,2,,34.022952,-84.35958
ELEC,NJ,,2,,40.732169,-74.062443
ELEC,VT,,2,,43.822942,-72.598895
ELEC,CA,,2,,38.55582,-121.69479
ELEC,CA,,2,,38.55583,-121.69467
ELEC,NY,,2,,44.44867,-74.2581
ELEC,NY,,2,,44.434216,-74.24732
ELEC,PA,,2,,40.197345,-76.963198
ELEC,NY,,2,,42.739586,-73.67092
ELEC,NC,,2,,35.248044,-80.833352
ELEC,NC,,2,,35.226344,-80.823656
ELEC,OH,,1,,39.985966,-83.0258
ELEC,UT,,2,,40.69568,-111.96336
ELEC,CA,,2,,34.598329,-117.190619
ELEC,MD,,2,,39.281308,-76.588758
ELEC,NJ,,1,,38.980811,-74.828494
ELEC,CA,,,1,32.618024,-117.035028
ELEC,CA,,1,,32.617965,-117.034771
ELEC,CA,,1,,32.617839,-117.03476
ELEC,CA,,1,,32.617893,-117.034731
ELEC,CA,,1,,32.617916,-117.034733
ELEC,CA,,2,,32.617769,-117.034894
ELEC,CA,,,1,32.617999,-117.035052
ELEC,CA,,2,,32.617855,-117.034916
ELEC,CA,,2,,32.61773,-117.034672
ELEC,CA,,2,,32.617805,-117.034685
ELEC,CA,,2,,32.617678,-117.034639
ELEC,CA,,,1,32.827904,-116.900442
ELEC,CA,,2,,32.827742,-116.900512
ELEC,CA,,2,,32.827758,-116.900533
ELEC,CA,,2,,32.827787,-116.90058
ELEC,CA,,2,,32.8278,-116.900603
ELEC,CA,,2,,32.827855,-116.900662
ELEC,CA,,1,,32.827569,-116.900566
ELEC,CA,,1,,32.827975,-116.900548
ELEC,CA,,1,,32.827713,-116.900468
ELEC,CA,,1,,32.827992,-116.900567
ELEC,CA,,2,,32.827772,-116.900556
ELEC,CA,,2,,32.827819,-116.900626
ELEC,CA,,2,,33.885636,-118.126131
ELEC,CA,,1,,33.885636,-118.126088
ELEC,CA,,2,,33.885636,-118.126023
ELEC,CA,,2,,33.885654,-118.125787
ELEC,CA,,2,,33.885636,-118.125852
ELEC,CA,,1,,33.885645,-118.125723
ELEC,CA,,2,,33.88561,-118.126249
ELEC,CA,,2,,33.885645,-118.125959
ELEC,CA,,2,,36.811356,-119.765223
ELEC,CA,,2,,36.81122,-119.765219
ELEC,CA,,2,,36.811267,-119.765282
ELEC,CA,,2,,36.811226,-119.765298
ELEC,CO,,2,,39.743562,-105.042337
ELEC,TX,,2,,30.266691,-97.745766
ELEC,SC,,2,,34.892923,-82.18507
ELEC,SC,,2,,34.892923,-82.185102
ELEC,GA,,2,,33.80337,-84.42866
ELEC,UT,,2,,40.755356,-113.017693
ELEC,UT,,2,,40.762262,-113.009849
ELEC,CA,,2,,37.379964,-121.921946
ELEC,CA,,2,,37.38001,-121.922019
ELEC,CA,,2,,37.379979,-121.921966
ELEC,CA,,1,,37.380136,-121.922115
ELEC,CA,,2,,37.380072,-121.922065
ELEC,CA,,2,,37.380386,-121.922372
ELEC,CA,,2,,37.380257,-121.92228
ELEC,CA,,2,,37.380271,-121.922277
ELEC,MA,,2,,42.59445,-71.984695
ELEC,MA,,2,,42.594479,-71.984707
ELEC,GA,,2,,34.069841,-84.274472
ELEC,GA,,2,,34.069814,-84.274235
ELEC,GA,,2,,34.069814,-84.274396
ELEC,NY,,2,,42.678982,-73.844918
ELEC,NC,,2,,35.015476,-80.60731
ELEC,RI,,2,,41.819412,-71.421326
ELEC,RI,,2,,41.8194,-71.421364
ELEC,UT,,2,,41.051455,-111.968393
ELEC,UT,,2,,37.700318,-113.065214
ELEC,UT,,2,,41.184788,-111.953077
ELEC,UT,,2,,40.688347,-111.470241
ELEC,UT,,2,,40.519113,-111.97907
ELEC,CA,,2,,37.554314,-122.30917
ELEC,CA,,2,,34.090643,-118.347799
ELEC,CA,,2,,34.078903,-118.380822
ELEC,OR,,2,,45.71087,-121.509224
ELEC,CA,,,1,33.730881,-116.382042
ELEC,CA,,2,,33.730857,-116.381998
ELEC,MA,,2,,42.649742,-71.312195
ELEC,CA,,,1,33.176769,-117.35243
ELEC,CA,,2,,33.176827,-117.352327
ELEC,CA,,1,,33.176827,-117.352354
ELEC,CA,,2,,33.176889,-117.352226
ELEC,CA,,2,,33.176917,-117.352176
ELEC,CA,,2,,33.176875,-117.352254
ELEC,CA,,2,,33.176846,-117.352299
ELEC,CA,,2,,33.176801,-117.352383
ELEC,CA,,1,,33.176791,-117.352414
ELEC,CA,,2,,33.176819,-117.352342
ELEC,CA,,2,,33.176861,-117.352275
ELEC,CO,,2,,37.238209,-107.869628
ELEC,CA,,1,,36.142319,-120.36442
ELEC,CA,,1,,36.208482,-120.099586
ELEC,CA,,1,,36.208531,-120.099576
ELEC,CA,,1,,36.208516,-120.099592
ELEC,FL,,2,,27.497496,-82.57242
ELEC,CA,,2,,37.387631,-121.966795
ELEC,CA,,2,,37.387416,-121.966943
ELEC,CA,,1,,37.387456,-121.967048
ELEC,CA,,2,,37.387574,-121.967929
ELEC,CA,,2,,37.387211,-121.967159
ELEC,CA,,2,,37.38707,-121.967009
ELEC,CA,,2,,37.387348,-121.9669
ELEC,CA,,1,,37.387426,-121.96708
ELEC,CA,,2,,37.38745,-121.966922
ELEC,RI,,2,,41.786274,-71.499161
ELEC,TX,,,1,30.264207,-97.73375
ELEC,TX,,,1,30.264222,-97.733813
ELEC,TX,,,1,30.264238,-97.73386
ELEC,CA,,2,,37.62456,-122.1271
ELEC,GA,,2,,33.891304,-84.469192
ELEC,NM,,2,,35.07952,-106.52437
ELEC,UT,,2,,39.950386,-111.21715
ELEC,MA,,2,,42.774351,-71.085901
ELEC,MA,,2,,42.774246,-71.08567
ELEC,MA,,2,,42.774312,-71.085815
ELEC,UT,,2,,40.500366,-111.88868
ELEC,UT,,2,,40.50036,-111.88869
ELEC,UT,,2,,40.500187,-111.88855
ELEC,UT,,2,,40.500344,-111.888655
ELEC,OR,,2,,44.059012,-123.078867
ELEC,OR,,2,,45.52033,-122.97782
ELEC,FL,,2,,30.329967,-81.67324
ELEC,OH,,2,,39.110988,-84.509714
ELEC,OH,,2,,39.110988,-84.509768
ELEC,OH,,2,,39.110938,-84.509693
ELEC,CA,,1,,32.659773,-117.074659
ELEC,CA,,1,,32.659697,-117.074515
ELEC,CA,,2,,32.659675,-117.074419
ELEC,CA,,2,,32.65965,-117.074379
ELEC,CA,,2,,32.659598,-117.07431
ELEC,CA,,2,,32.659537,-117.074292
ELEC,CA,,,1,32.660075,-117.075133
ELEC,CA,,1,,32.659721,-117.074543
ELEC,CA,,2,,32.659657,-117.07439
ELEC,CA,,2,,32.659625,-117.074349
ELEC,CA,,,1,32.660111,-117.075154
ELEC,CA,,2,,32.659615,-117.074337
ELEC,CA,,2,,32.659624,-117.074356
ELEC,CA,,,1,33.758039,-118.143125
ELEC,CA,,,1,33.758003,-118.143029
ELEC,MA,,2,,42.622227,-71.37576
ELEC,ND,,2,,48.198415,-103.627473
ELEC,UT,,2,,40.677272,-111.957096
ELEC,UT,,2,,40.677277,-111.957035
ELEC,UT,,2,,40.67728,-111.956968
ELEC,UT,,2,,40.677275,-111.956837
ELEC,UT,,2,,40.67728,-111.95671
ELEC,UT,,2,,40.677279,-111.956647
ELEC,UT,,2,,40.677279,-111.956581
ELEC,UT,,2,,40.677279,-111.956515
ELEC,UT,,2,,40.677282,-111.956451
ELEC,UT,,2,,40.677277,-111.956371
ELEC,UT,,2,,40.677276,-111.956176
ELEC,UT,,2,,40.677277,-111.95611
ELEC,UT,,2,,40.677277,-111.956046
